ID,Age,Attrition,AttritionBinary,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,DailyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
811,30,No,0,Non-Travel,Research & Development,9,3,Medical,1,239,3,Male,66,3,2,Laboratory Technician,1,Divorced,3072,11012,111,1,Y,No,11,3,3,80,2,12,4,3,12,9,6,10
812,25,No,0,Travel_Rarely,Research & Development,1,3,Technical Degree,1,1415,1,Male,81,3,1,Laboratory Technician,4,Married,3229,4910,949,4,Y,No,11,3,2,80,1,7,2,2,3,2,0,2
813,24,No,0,Travel_Rarely,Sales,10,4,Marketing,1,507,4,Female,77,3,2,Sales Executive,3,Divorced,4260,5915,1371,1,Y,Yes,12,3,4,80,1,5,2,4,5,2,0,3
814,47,No,0,Travel_Rarely,Human Resources,26,4,Life Sciences,1,1625,4,Female,98,3,5,Manager,3,Married,19658,5220,1176,3,Y,No,11,3,3,80,1,27,2,3,5,2,1,0
815,38,No,0,Travel_Rarely,Sales,9,3,Marketing,1,893,2,Male,98,2,1,Sales Representative,2,Married,2899,12102,395,0,Y,No,19,3,4,80,1,3,3,3,2,2,1,2
816,33,No,0,Travel_Rarely,Research & Development,9,3,Medical,1,1238,1,Male,60,3,1,Research Scientist,4,Married,2781,6311,117,0,Y,No,13,3,2,80,1,15,5,3,14,10,4,10
817,30,No,0,Travel_Rarely,Research & Development,2,3,Medical,1,833,3,Female,52,2,2,Manufacturing Director,4,Single,6877,20234,946,5,Y,Yes,24,4,2,80,0,12,4,2,0,0,0,0
818,33,No,0,Travel_Rarely,Research & Development,7,3,Medical,1,817,3,Male,49,3,3,Research Director,3,Married,11691,25995,213,0,Y,No,11,3,4,80,0,14,3,4,13,9,3,7
819,30,No,0,Travel_Rarely,Research & Development,2,1,Medical,1,198,2,Male,35,2,1,Laboratory Technician,4,Single,2720,11162,1427,0,Y,No,13,3,4,80,0,6,3,3,5,3,1,2
821,32,No,0,Travel_Rarely,Research & Development,5,4,Other,1,1607,2,Female,35,4,1,Research Scientist,4,Married,3312,18783,634,3,Y,No,17,3,4,80,2,6,3,3,3,2,0,2
822,29,No,0,Travel_Rarely,Sales,20,2,Marketing,1,349,4,Male,45,3,2,Sales Executive,4,Divorced,6931,10732,1247,2,Y,No,14,3,4,80,1,10,2,3,3,2,0,2
823,34,No,0,Travel_Rarely,Sales,28,3,Marketing,1,2035,4,Female,95,2,2,Sales Executive,3,Married,6712,8978,704,1,Y,No,21,4,4,80,2,8,2,3,8,7,1,7
825,36,No,0,Travel_Rarely,Research & Development,12,4,Life Sciences,1,1614,3,Female,76,3,2,Manufacturing Director,3,Married,4663,12421,559,9,Y,Yes,12,3,2,80,2,7,2,3,3,2,1,1
826,46,No,0,Travel_Rarely,Research & Development,1,4,Medical,1,1069,4,Male,40,3,5,Research Director,4,Divorced,19627,21445,430,9,Y,No,17,3,4,80,2,23,0,3,2,2,2,2
828,34,No,0,Travel_Rarely,Sales,2,3,Marketing,1,1281,3,Female,86,3,2,Sales Executive,1,Single,4538,6039,131,0,Y,Yes,12,3,4,80,0,4,3,3,3,2,0,2
829,38,No,0,Travel_Frequently,Research & Development,2,2,Medical,1,1760,3,Female,75,2,1,Laboratory Technician,2,Married,2468,15963,594,4,Y,No,14,3,2,80,1,9,4,2,6,1,0,5
830,50,No,0,Travel_Frequently,Human Resources,3,3,Medical,1,644,1,Male,99,3,5,Manager,2,Married,18200,7999,1246,1,Y,No,11,3,3,80,1,32,2,3,32,5,10,7
831,45,No,0,Non-Travel,Research & Development,23,2,Life Sciences,1,1002,4,Male,42,3,2,Laboratory Technician,1,Married,3633,14039,248,1,Y,Yes,15,3,3,80,1,9,2,3,9,8,0,8
833,28,No,0,Travel_Rarely,Research & Development,19,4,Medical,1,1216,4,Male,78,2,1,Laboratory Technician,1,Married,3196,12449,1179,1,Y,No,12,3,3,80,3,6,2,3,6,5,3,3
834,19,No,0,Travel_Rarely,Research & Development,9,2,Life Sciences,1,1193,3,Male,54,3,1,Research Scientist,1,Single,2552,7172,645,1,Y,No,25,4,3,80,0,1,4,3,1,1,0,0
835,55,No,0,Non-Travel,Research & Development,8,1,Medical,1,1278,4,Male,37,2,4,Healthcare Representative,2,Divorced,13577,25592,177,1,Y,Yes,15,3,4,80,1,34,3,3,33,9,15,0
836,37,No,0,Non-Travel,Sales,9,4,Medical,1,626,1,Male,69,3,3,Sales Executive,2,Divorced,8834,24666,142,1,Y,No,13,3,4,80,1,9,6,3,9,5,7,7
837,37,No,0,Travel_Rarely,Research & Development,4,1,Life Sciences,1,1394,3,Male,54,3,1,Research Scientist,3,Married,2996,5182,1439,7,Y,Yes,15,3,4,80,0,8,2,3,6,4,1,3
838,34,No,0,Travel_Rarely,Sales,21,4,Life Sciences,1,621,4,Male,74,4,2,Sales Executive,4,Single,5337,19921,258,1,Y,No,12,3,4,80,0,10,3,3,10,7,5,7
839,47,No,0,Travel_Rarely,Research & Development,4,3,Life Sciences,1,1827,3,Female,92,2,3,Manufacturing Director,2,Divorced,10333,19271,1001,8,Y,Yes,12,3,3,80,1,28,4,3,22,11,14,10
840,48,No,0,Travel_Rarely,Research & Development,10,3,Life Sciences,1,1867,4,Male,91,2,5,Research Director,2,Married,19665,13583,1224,4,Y,No,12,3,4,80,0,29,3,3,22,10,12,9
842,29,No,0,Travel_Rarely,Human Resources,17,3,Other,1,1419,2,Male,51,2,3,Human Resources,1,Single,7988,9769,332,1,Y,No,13,3,1,80,0,10,3,2,10,9,0,9
843,52,No,0,Travel_Frequently,Research & Development,25,4,Medical,1,867,3,Female,81,2,4,Manufacturing Director,4,Married,13826,19028,890,3,Y,No,22,4,3,80,0,31,3,3,9,8,0,0
844,34,No,0,Travel_Rarely,Research & Development,9,3,Life Sciences,1,1344,4,Male,86,3,3,Healthcare Representative,4,Divorced,8500,5494,943,0,Y,No,11,3,4,80,1,10,0,2,9,7,1,6
845,34,No,0,Travel_Rarely,Sales,3,2,Life Sciences,1,1779,4,Female,32,1,2,Sales Executive,4,Single,6029,25353,511,5,Y,No,12,3,1,80,0,6,3,3,2,2,2,2
846,28,No,0,Travel_Rarely,Research & Development,17,2,Medical,1,536,3,Male,79,3,2,Laboratory Technician,1,Divorced,4558,13535,1300,1,Y,No,12,3,4,80,1,10,2,3,10,0,1,8
847,19,No,0,Travel_Rarely,Research & Development,3,1,Medical,1,201,2,Female,79,3,1,Laboratory Technician,2,Single,1483,16102,1181,1,Y,No,14,3,4,80,0,1,3,3,1,0,0,0
848,39,No,0,Travel_Rarely,Research & Development,1,3,Medical,1,417,3,Male,48,4,3,Healthcare Representative,4,Divorced,9613,10942,1132,0,Y,No,17,3,1,80,3,19,5,2,18,10,3,7
850,26,No,0,Travel_Frequently,Research & Development,6,3,Other,1,1918,3,Male,61,4,1,Laboratory Technician,4,Married,2544,7102,1096,0,Y,No,18,3,1,80,1,8,3,3,7,7,7,7
852,30,No,0,Travel_Rarely,Research & Development,9,2,Medical,1,41,4,Male,83,2,1,Laboratory Technician,3,Single,2206,16117,125,1,Y,No,13,3,1,80,0,10,5,3,10,0,1,8
853,29,No,0,Travel_Rarely,Research & Development,15,2,Life Sciences,1,15,4,Female,49,2,2,Laboratory Technician,3,Single,4193,12682,153,0,Y,Yes,12,3,4,80,0,10,3,3,9,5,0,8
854,28,No,0,Travel_Rarely,Research & Development,16,2,Medical,1,412,2,Male,68,4,2,Healthcare Representative,1,Single,5661,4824,1476,0,Y,No,19,3,3,80,0,9,2,3,8,3,0,7
855,35,No,0,Travel_Rarely,Research & Development,16,2,Other,1,1886,4,Female,44,2,2,Manufacturing Director,2,Married,4788,25388,219,0,Y,Yes,11,3,4,80,0,4,2,3,3,2,0,2
856,35,No,0,Travel_Rarely,Sales,7,1,Life Sciences,1,1492,4,Male,76,3,1,Sales Representative,3,Married,2404,16192,660,1,Y,No,13,3,1,80,1,1,3,3,1,0,0,0
858,31,No,0,Travel_Frequently,Research & Development,7,2,Life Sciences,1,442,3,Female,48,2,3,Manufacturing Director,3,Married,8943,14034,798,1,Y,No,24,4,1,80,1,10,2,3,10,9,8,9
859,41,No,0,Travel_Rarely,Research & Development,9,4,Life Sciences,1,200,3,Male,94,3,1,Laboratory Technician,1,Married,2238,6961,933,2,Y,No,21,4,4,80,1,7,2,3,5,0,1,4
861,51,No,0,Travel_Frequently,Research & Development,6,2,Medical,1,1297,2,Female,40,2,1,Laboratory Technician,3,Single,2838,4257,968,0,Y,No,14,3,2,80,0,8,6,2,7,0,7,7
862,43,No,0,Travel_Rarely,Sales,4,4,Marketing,1,1293,4,Female,56,2,3,Sales Executive,4,Single,10231,20364,531,3,Y,No,14,3,4,80,0,23,3,4,21,7,15,17
864,47,No,0,Travel_Frequently,Sales,3,3,Medical,1,746,4,Female,49,3,4,Sales Executive,3,Divorced,13770,10225,217,9,Y,Yes,12,3,4,80,2,28,2,2,22,2,11,13
865,45,No,0,Travel_Rarely,Research & Development,29,3,Technical Degree,1,1465,2,Male,55,3,3,Manufacturing Director,4,Married,9380,14720,1448,4,Y,Yes,18,3,4,80,2,10,4,4,3,1,1,2
866,48,No,0,Travel_Rarely,Research & Development,4,3,Life Sciences,1,1363,4,Male,54,3,3,Manufacturing Director,4,Single,7898,18706,855,1,Y,No,11,3,3,80,0,11,2,3,10,9,0,8
867,32,No,0,Non-Travel,Sales,26,4,Marketing,1,333,3,Male,100,3,2,Sales Executive,4,Married,4465,12069,976,0,Y,No,18,3,1,80,0,4,2,3,3,2,2,2
868,47,No,0,Travel_Rarely,Sales,14,3,Medical,1,1503,3,Female,78,3,2,Sales Executive,3,Married,4591,24200,571,3,Y,Yes,17,3,3,80,1,11,4,2,5,4,1,2
869,45,No,0,Travel_Rarely,Research & Development,7,3,Medical,1,1195,1,Female,83,3,1,Research Scientist,3,Married,4477,20100,1457,4,Y,Yes,19,3,3,80,1,7,2,2,3,2,0,2
870,35,No,0,Travel_Frequently,Research & Development,2,3,Medical,1,269,2,Female,37,3,2,Laboratory Technician,2,Single,4425,15986,138,5,Y,No,11,3,4,80,0,10,5,3,6,2,1,2
28,33,Yes,1,Travel_Rarely,Sales,9,4,Marketing,1,1157,1,Female,77,3,2,Sales Executive,1,Single,8224,18385,603,0,Y,Yes,17,3,1,80,0,6,3,3,5,2,0,3
29,53,Yes,1,Travel_Rarely,Sales,24,4,Life Sciences,1,1968,1,Male,66,3,3,Sales Executive,1,Single,10448,5843,1168,6,Y,Yes,13,3,2,80,0,15,2,2,2,2,2,2
37,35,Yes,1,Travel_Rarely,Sales,10,3,Medical,1,1639,4,Male,55,2,3,Sales Executive,1,Married,10306,21530,737,9,Y,No,17,3,3,80,0,15,3,3,13,12,6,0
38,36,Yes,1,Travel_Rarely,Sales,13,5,Marketing,1,1733,2,Male,96,2,2,Sales Executive,1,Divorced,6134,8658,1456,5,Y,Yes,13,3,2,80,3,16,3,3,2,2,2,2
47,32,Yes,1,Travel_Rarely,Sales,1,2,Life Sciences,1,1734,1,Male,34,1,2,Sales Executive,2,Single,6735,12147,964,6,Y,No,15,3,2,80,0,10,2,3,0,0,0,0
49,18,Yes,1,Travel_Frequently,Sales,5,3,Marketing,1,614,2,Male,69,3,1,Sales Representative,2,Single,1878,8059,1306,1,Y,Yes,14,3,4,80,0,0,3,3,0,0,0,0
57,42,Yes,1,Travel_Frequently,Research & Development,19,3,Medical,1,752,3,Male,57,4,1,Research Scientist,3,Divorced,2759,20366,933,6,Y,Yes,12,3,4,80,0,7,2,3,2,2,2,2
60,25,Yes,1,Travel_Frequently,Sales,24,1,Life Sciences,1,1273,3,Male,73,1,1,Sales Representative,4,Single,1118,8040,599,1,Y,Yes,14,3,4,80,0,1,4,3,1,0,1,0
61,36,Yes,1,Travel_Rarely,Sales,3,1,Life Sciences,1,967,3,Male,51,2,3,Sales Executive,4,Married,10325,5518,530,1,Y,Yes,11,3,1,80,1,16,6,3,16,7,3,7
65,24,Yes,1,Travel_Rarely,Research & Development,17,2,Life Sciences,1,1219,4,Female,97,3,1,Laboratory Technician,2,Married,2210,3372,984,1,Y,No,13,3,1,80,1,1,3,1,1,0,0,0
73,35,Yes,1,Travel_Rarely,Research & Development,23,2,Life Sciences,1,261,2,Male,50,2,2,Manufacturing Director,3,Married,5916,15497,556,3,Y,Yes,13,3,1,80,0,8,1,3,1,0,0,1
75,52,Yes,1,Travel_Rarely,Sales,5,3,Life Sciences,1,1319,2,Male,64,3,3,Sales Executive,2,Single,8446,21534,1030,9,Y,Yes,19,3,3,80,0,10,2,2,8,7,7,7
81,37,Yes,1,Travel_Rarely,Research & Development,11,2,Medical,1,1033,1,Female,61,1,2,Healthcare Representative,2,Married,4777,14382,1141,5,Y,No,15,3,1,80,0,15,2,1,1,0,0,0
88,35,Yes,1,Travel_Rarely,Research & Development,14,4,Other,1,1010,3,Male,39,2,1,Laboratory Technician,2,Divorced,3743,10074,622,1,Y,Yes,24,4,4,80,1,5,2,1,4,2,0,2
92,29,Yes,1,Travel_Rarely,Sales,23,1,Life Sciences,1,1165,4,Female,45,2,3,Sales Executive,1,Married,7336,11162,408,1,Y,No,13,3,1,80,1,11,3,1,11,8,3,10
93,37,Yes,1,Travel_Rarely,Research & Development,2,2,Other,1,4,4,Male,92,2,1,Laboratory Technician,3,Single,2090,2396,1373,6,Y,Yes,15,3,2,80,0,7,3,3,0,0,0,0
109,46,Yes,1,Travel_Rarely,Research & Development,21,2,Medical,1,1821,4,Female,66,3,2,Healthcare Representative,2,Married,8926,10842,261,4,Y,No,22,4,4,80,1,13,2,4,9,7,3,7
127,32,Yes,1,Travel_Frequently,Research & Development,16,1,Life Sciences,1,33,2,Female,72,1,1,Research Scientist,1,Single,3919,4681,1125,1,Y,Yes,22,4,2,80,0,10,5,3,10,2,6,7
137,29,Yes,1,Travel_Rarely,Research & Development,1,2,Life Sciences,1,816,2,Female,36,2,1,Laboratory Technician,1,Married,2319,6689,805,1,Y,Yes,11,3,4,80,1,1,1,3,1,0,0,0
139,39,Yes,1,Travel_Rarely,Research & Development,6,3,Medical,1,932,4,Male,70,3,1,Laboratory Technician,1,Married,2404,4303,1122,7,Y,Yes,21,4,4,80,0,8,2,1,2,2,2,2
151,31,Yes,1,Travel_Rarely,Sales,13,4,Medical,1,650,2,Male,46,3,2,Sales Executive,1,Divorced,4233,11512,1365,2,Y,No,17,3,3,80,0,9,2,1,3,1,1,2
158,39,Yes,1,Travel_Frequently,Research & Development,2,3,Life Sciences,1,1127,1,Male,84,3,4,Healthcare Representative,4,Divorced,12169,13547,203,7,Y,No,11,3,4,80,3,21,4,3,18,7,11,5
162,28,Yes,1,Non-Travel,Research & Development,24,2,Technical Degree,1,1082,2,Male,72,2,3,Healthcare Representative,1,Single,8722,12355,1366,1,Y,No,12,3,1,80,0,10,2,2,10,7,1,9
166,20,Yes,1,Travel_Rarely,Sales,2,3,Medical,1,922,3,Female,49,2,1,Sales Representative,3,Single,2044,22052,500,1,Y,No,13,3,4,80,0,2,3,2,2,2,0,2
177,55,Yes,1,Travel_Rarely,Research & Development,2,3,Medical,1,787,4,Male,78,3,5,Manager,1,Married,19859,21199,725,5,Y,Yes,13,3,4,80,1,24,2,3,5,2,1,4
178,26,Yes,1,Travel_Frequently,Research & Development,2,3,Life Sciences,1,1053,1,Male,57,3,1,Research Scientist,1,Married,2042,15346,342,6,Y,Yes,14,3,2,80,1,6,2,3,3,2,1,2
201,40,Yes,1,Non-Travel,Sales,24,3,Life Sciences,1,986,2,Female,100,4,4,Sales Executive,2,Single,13194,17071,1479,4,Y,Yes,16,3,4,80,0,22,2,2,1,0,0,0
204,28,Yes,1,Travel_Rarely,Research & Development,1,2,Life Sciences,1,741,1,Female,67,1,1,Research Scientist,2,Single,2216,3872,654,7,Y,Yes,13,3,4,80,0,10,4,3,7,7,3,7
207,43,Yes,1,Travel_Rarely,Sales,9,3,Marketing,1,1188,1,Female,85,1,2,Sales Executive,3,Single,5346,9489,1372,8,Y,No,13,3,2,80,0,7,2,2,4,3,1,3
208,38,Yes,1,Travel_Rarely,Research & Development,29,1,Medical,1,282,2,Male,70,3,2,Healthcare Representative,1,Married,6673,11354,1180,7,Y,Yes,19,3,2,80,0,17,2,3,1,0,0,0
222,45,Yes,1,Travel_Frequently,Sales,26,4,Life Sciences,1,684,1,Female,100,3,2,Sales Executive,1,Married,4286,5630,306,2,Y,No,14,3,4,80,2,5,4,3,1,1,0,0
233,47,Yes,1,Travel_Frequently,Sales,9,3,Life Sciences,1,1716,3,Male,82,1,4,Sales Executive,3,Married,12936,24164,1093,7,Y,No,11,3,3,80,0,25,3,1,23,5,14,10
236,37,Yes,1,Travel_Rarely,Sales,1,4,Life Sciences,1,970,1,Male,46,2,3,Sales Executive,3,Married,10609,14922,625,5,Y,No,11,3,3,80,0,17,2,1,14,1,11,7
244,25,Yes,1,Travel_Rarely,Sales,9,2,Life Sciences,1,1439,1,Male,68,2,1,Sales Representative,1,Married,4400,15182,383,3,Y,No,12,3,1,80,0,6,2,3,3,2,2,2
254,31,Yes,1,Travel_Rarely,Human Resources,18,5,Human Resources,1,1842,4,Male,89,4,1,Human Resources,1,Married,2956,21495,359,0,Y,No,17,3,3,80,0,2,4,3,1,0,0,0
261,31,Yes,1,Travel_Frequently,Sales,2,3,Life Sciences,1,1379,3,Female,90,2,1,Sales Representative,4,Single,2785,11882,703,7,Y,No,14,3,3,80,0,3,3,4,1,0,0,0
262,29,Yes,1,Travel_Rarely,Research & Development,1,4,Technical Degree,1,1522,1,Male,100,2,1,Research Scientist,1,Single,2362,7568,224,6,Y,No,13,3,3,80,0,11,2,1,9,7,0,7
263,33,Yes,1,Travel_Rarely,Research & Development,14,3,Medical,1,325,3,Male,58,3,1,Laboratory Technician,4,Married,2436,22149,813,5,Y,Yes,13,3,3,80,1,8,2,1,5,4,0,4
268,32,Yes,1,Travel_Rarely,Research & Development,2,4,Life Sciences,1,1692,4,Male,95,3,1,Laboratory Technician,2,Single,1393,24852,1259,1,Y,No,12,3,1,80,0,1,2,3,1,0,0,0
279,25,Yes,1,Travel_Rarely,Sales,5,3,Marketing,1,142,3,Male,46,2,2,Sales Executive,3,Single,5744,26959,240,1,Y,Yes,11,3,4,80,0,6,1,3,6,4,0,3
287,22,Yes,1,Travel_Rarely,Research & Development,7,1,Life Sciences,1,1878,4,Male,75,3,1,Research Scientist,2,Single,2472,26092,391,1,Y,Yes,23,4,1,80,0,1,2,3,1,0,0,0
298,34,Yes,1,Travel_Frequently,Research & Development,7,3,Life Sciences,1,147,1,Male,66,1,2,Laboratory Technician,3,Single,6074,22887,658,1,Y,Yes,24,4,4,80,0,9,3,3,9,7,0,6
299,31,Yes,1,Non-Travel,Research & Development,9,2,Medical,1,991,3,Male,46,2,1,Research Scientist,1,Single,2321,10322,335,0,Y,Yes,22,4,1,80,0,4,0,3,3,2,1,2
300,28,Yes,1,Travel_Rarely,Research & Development,2,4,Medical,1,440,1,Male,84,1,1,Research Scientist,4,Married,3464,24737,1157,5,Y,Yes,13,3,4,80,0,5,4,2,3,2,2,2
305,58,Yes,1,Travel_Rarely,Research & Development,2,3,Technical Degree,1,977,4,Male,51,3,1,Research Scientist,3,Single,2479,26227,289,4,Y,No,24,4,1,80,0,7,4,3,1,0,0,0
313,31,Yes,1,Travel_Frequently,Research & Development,3,3,Life Sciences,1,1537,4,Female,33,3,1,Research Scientist,3,Single,4084,4156,561,1,Y,No,12,3,1,80,0,7,2,1,7,2,7,7
332,32,Yes,1,Travel_Rarely,Sales,4,4,Medical,1,291,4,Male,32,1,3,Sales Executive,4,Married,10400,25812,1045,1,Y,No,11,3,3,80,0,14,2,2,14,8,9,8
333,44,Yes,1,Travel_Frequently,Research & Development,1,2,Medical,1,1792,3,Male,99,3,1,Research Scientist,2,Divorced,2342,11092,429,1,Y,Yes,12,3,3,80,3,6,2,2,5,3,2,3
336,33,Yes,1,Travel_Frequently,Research & Development,29,4,Medical,1,1101,1,Female,54,2,2,Research Scientist,3,Single,4508,3129,827,1,Y,No,22,4,2,80,0,14,4,3,13,7,3,8
339,50,Yes,1,Travel_Frequently,Sales,1,4,Other,1,1113,4,Male,81,3,2,Sales Executive,3,Single,4728,17251,959,3,Y,Yes,14,3,4,80,0,5,4,3,0,0,0,0
358,29,Yes,1,Travel_Rarely,Research & Development,25,5,Technical Degree,1,565,3,Female,71,2,1,Research Scientist,2,Married,2546,18300,408,5,Y,No,16,3,2,80,0,6,2,4,2,2,1,1
362,29,Yes,1,Travel_Frequently,Sales,24,3,Technical Degree,1,1928,3,Male,45,4,1,Sales Representative,1,Single,1091,10642,746,1,Y,No,17,3,4,80,0,1,3,3,1,0,0,0
363,52,Yes,1,Travel_Rarely,Sales,2,1,Marketing,1,1038,1,Female,57,1,5,Manager,4,Married,19845,25846,266,1,Y,No,15,3,4,80,1,33,3,3,32,14,6,9
377,36,Yes,1,Travel_Rarely,Research & Development,16,4,Life Sciences,1,1042,3,Female,43,4,1,Laboratory Technician,1,Single,2743,8269,885,1,Y,No,16,3,3,80,0,18,1,3,17,13,15,14
380,30,Yes,1,Travel_Rarely,Research & Development,22,3,Life Sciences,1,1004,1,Female,48,3,1,Research Scientist,3,Married,2132,11539,138,4,Y,Yes,11,3,2,80,0,7,2,3,5,2,0,1
385,51,Yes,1,Travel_Rarely,Research & Development,4,4,Life Sciences,1,1081,1,Male,34,3,1,Research Scientist,3,Married,2461,10332,1323,9,Y,Yes,12,3,3,80,3,18,2,4,10,0,2,7
390,21,Yes,1,Travel_Frequently,Sales,1,1,Technical Degree,1,478,1,Female,99,2,1,Sales Representative,2,Single,2174,9150,756,1,Y,Yes,11,3,3,80,0,3,3,3,3,2,1,2
398,34,Yes,1,Travel_Rarely,Human Resources,9,4,Technical Degree,1,1467,1,Female,52,3,1,Human Resources,3,Married,2742,3072,1107,1,Y,No,15,3,4,80,0,2,0,3,2,2,2,2
415,34,Yes,1,Travel_Frequently,Sales,6,2,Marketing,1,555,4,Female,33,1,1,Sales Representative,3,Divorced,2351,12253,296,0,Y,No,16,3,4,80,1,3,3,2,2,2,1,0
423,31,Yes,1,Travel_Rarely,Sales,6,4,Life Sciences,1,163,2,Male,76,1,2,Sales Executive,3,Married,6172,20739,249,4,Y,Yes,18,3,2,80,0,12,3,2,7,7,7,7
429,32,Yes,1,Travel_Rarely,Research & Development,1,3,Life Sciences,1,331,4,Male,62,2,1,Laboratory Technician,3,Single,3730,9571,515,0,Y,Yes,14,3,4,80,0,4,2,1,3,2,1,2
433,49,Yes,1,Travel_Frequently,Research & Development,28,2,Life Sciences,1,1420,1,Male,97,2,2,Laboratory Technician,1,Single,4284,22710,1475,3,Y,No,20,4,1,80,0,20,2,3,4,3,1,3
437,28,Yes,1,Travel_Rarely,Research & Development,2,4,Medical,1,828,3,Male,46,3,1,Research Scientist,3,Single,4382,16374,890,6,Y,No,17,3,4,80,0,5,3,2,2,2,2,1
439,50,Yes,1,Travel_Rarely,Sales,3,2,Marketing,1,47,1,Male,86,2,1,Sales Representative,3,Married,2683,3810,869,1,Y,Yes,14,3,3,80,0,3,2,3,3,2,0,2
443,28,Yes,1,Travel_Rarely,Research & Development,2,4,Life Sciences,1,364,1,Male,79,3,1,Laboratory Technician,3,Single,3485,14935,529,2,Y,No,11,3,3,80,0,5,5,1,0,0,0,0
453,35,Yes,1,Travel_Rarely,Sales,27,3,Life Sciences,1,1797,3,Male,84,3,2,Sales Executive,4,Single,5813,13492,303,1,Y,Yes,18,3,4,80,0,10,2,3,10,7,7,7
465,43,Yes,1,Travel_Frequently,Research & Development,17,3,Technical Degree,1,1767,3,Male,38,2,1,Research Scientist,3,Married,2437,15587,807,9,Y,Yes,16,3,4,80,1,6,4,3,1,0,0,0
469,26,Yes,1,Non-Travel,Sales,29,2,Medical,1,1037,2,Male,79,1,2,Sales Executive,1,Single,4969,21813,265,8,Y,No,18,3,4,80,0,7,6,3,2,2,2,2
472,29,Yes,1,Travel_Frequently,Research & Development,24,2,Life Sciences,1,1868,4,Male,73,2,1,Research Scientist,4,Single,2439,14753,459,1,Y,Yes,24,4,2,80,0,1,3,2,1,0,1,0
485,58,Yes,1,Travel_Rarely,Research & Development,23,4,Medical,1,165,4,Female,94,3,3,Healthcare Representative,4,Married,10312,3465,147,1,Y,No,12,3,4,80,1,40,3,2,40,10,15,6
486,41,Yes,1,Travel_Rarely,Sales,1,2,Life Sciences,1,1,2,Female,94,3,2,Sales Executive,4,Single,5993,19479,1102,8,Y,Yes,11,3,1,80,0,8,0,1,6,4,0,5
487,30,Yes,1,Travel_Rarely,Sales,9,3,Medical,1,1876,2,Male,89,3,1,Sales Representative,4,Single,1081,16019,945,1,Y,No,13,3,3,80,0,1,3,2,1,0,0,0
489,48,Yes,1,Travel_Rarely,Research & Development,1,2,Life Sciences,1,64,1,Male,98,2,3,Laboratory Technician,3,Single,5381,19294,626,9,Y,Yes,13,3,4,80,0,23,2,3,1,0,0,0
501,58,Yes,1,Travel_Rarely,Research & Development,7,4,Medical,1,1360,3,Female,53,2,3,Manufacturing Director,1,Married,10008,12023,601,7,Y,Yes,14,3,4,80,0,31,0,2,10,9,5,9
502,28,Yes,1,Travel_Rarely,Research & Development,24,3,Life Sciences,1,19,3,Male,50,2,1,Laboratory Technician,3,Single,2028,12947,103,5,Y,Yes,14,3,2,80,0,6,4,3,4,2,0,3
503,48,Yes,1,Travel_Frequently,Sales,7,2,Medical,1,1691,4,Female,95,3,1,Sales Representative,3,Married,2655,11740,708,2,Y,Yes,11,3,3,80,2,19,3,3,9,7,7,7
507,33,Yes,1,Travel_Rarely,Sales,5,3,Marketing,1,485,4,Female,34,3,1,Sales Representative,3,Single,2851,9150,350,1,Y,Yes,13,3,2,80,0,1,2,3,1,0,0,0
510,41,Yes,1,Travel_Rarely,Research & Development,12,3,Technical Degree,1,58,2,Female,49,3,5,Research Director,3,Married,19545,16280,1360,1,Y,No,12,3,4,80,0,23,0,3,22,15,15,8
517,25,Yes,1,Travel_Rarely,Sales,19,2,Marketing,1,952,3,Male,36,2,1,Sales Representative,2,Married,2413,18798,867,1,Y,Yes,18,3,3,80,3,1,2,3,1,0,0,0
520,56,Yes,1,Travel_Rarely,Research & Development,24,2,Life Sciences,1,1907,1,Male,97,3,1,Laboratory Technician,4,Single,2587,10261,1162,1,Y,No,16,3,4,80,0,5,3,3,4,2,1,0
522,28,Yes,1,Travel_Rarely,Research & Development,24,3,Medical,1,1604,3,Male,51,3,1,Laboratory Technician,2,Married,2408,7324,329,1,Y,Yes,17,3,3,80,3,1,3,3,1,1,0,0
530,56,Yes,1,Travel_Rarely,Research & Development,14,4,Life Sciences,1,161,2,Female,72,3,1,Research Scientist,2,Married,4963,4510,441,9,Y,Yes,18,3,1,80,3,7,2,3,5,4,4,3
535,29,Yes,1,Travel_Rarely,Research & Development,8,4,Other,1,454,2,Male,77,1,1,Laboratory Technician,1,Married,2119,4759,318,1,Y,Yes,11,3,4,80,0,7,4,2,7,7,0,7
539,24,Yes,1,Travel_Rarely,Sales,1,1,Technical Degree,1,554,1,Female,62,3,1,Sales Representative,2,Single,3202,21972,1448,1,Y,Yes,16,3,2,80,0,6,4,3,5,3,1,4
568,30,Yes,1,Travel_Rarely,Sales,1,3,Life Sciences,1,1562,2,Male,64,2,2,Sales Executive,1,Married,9714,5323,740,1,Y,No,11,3,4,80,1,10,4,3,10,8,6,7
